"","can_name_clean","yr","sub","cst_n","cst","pty_n","seat","cabinet_role","twitter","facebook","fb_China","tw_China"
"130","AZALINA OTHMAN SAID",2018,"JOHOR","DISTRICT 157 (PENGERANG)",157,"BARISAN NASIONAL",1,"Deputy Speaker of Dewan Rakyat","3302051755","https://www.facebook.com/ybaos",1,1
"131","AZAMHARI BIN MOHAMOOD",2013,"PERLIS","DISTRICT 001 (PADANG BESAR)",1,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"https://www.facebook.com/UstazAzamhariMohamood; NA",0,0
"132","AZAN BIN ISMAIL",2008,"PAHANG","DISTRICT 082 (INDERA MAHKOTA)",82,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",1,"none","38087166","https://www.facebook.com/AzanIsmailPKR",1,0
"133","AZHAR YAHYA",2018,"W.P. KUALA LUMPUR","DISTRICT 115 (BATU)",115,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"134","AZIZ JAMALUDIN MHD TAHIR",2008,"F.T. KUALA LUMPUR (W.P. KUALA LUMPUR)","DISTRICT 119 (TITIWANGSA)",119,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",0,"none",NA,"NA",0,0
"135","AZLI CHE UDA",2018,"KEDAH","DISTRICT 013 (SIK)",13,"PARTI KEADILAN RAKYAT",0,"none","1213141730716835840","https://www.facebook.com/Azli-Che-Uda-281870859012701; NA",1,0
"136","AZMAN BIN AHMAD",2018,"SELANGOR","DISTRICT 101 (HULU LANGAT)",101,"BARISAN NASIONAL",0,"none",NA,"NA",0,0
"137","AZMAN BIN ISMAIL",2013,"KEDAH","DISTRICT 010 (KUALA KEDAH)",10,"PARTI KEADILAN RAKYAT",1,"none","216706620","https://www.facebook.com/drazmanismail",1,1
"138","AZMAN BIN ISMAIL",2018,"KEDAH","DISTRICT 010 (KUALA KEDAH)",10,"PARTI KEADILAN RAKYAT",1,"none","216706620","https://www.facebook.com/drazmanismail",1,1
"139","AZRAN BIN DERAMAN",2018,"KELANTAN","DISTRICT 030 (JELI)",30,"PARTI KEADILAN RAKYAT",0,"none",NA,"https://www.facebook.com/AzranDeramanP030Jeli",0,0
"140","BADRUL AMIN BIN BAHRON",2008,"SELANGOR","DISTRICT 092 (SABAK BERNAM)",92,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none","57035993","https://www.facebook.com/drbadrulamin",1,1
"141","BADRUL AMIN BIN BAHRON",2013,"SABAH","DISTRICT 188 (SILAM)",188,"PARTI KEADILAN RAKYAT",0,"none","57035993","https://www.facebook.com/drbadrulamin",1,1
"142","BADRUL HISHAM BIN SHAHARIN",2008,"NEGERI SEMBILAN","DISTRICT 131 (REMBAU)",131,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none","153784324","https://www.facebook.com/ChegubardOriginal",1,1
"143","BAHARUDDIN BIN AHMAD",2013,"PERLIS","DISTRICT 002 (KANGAR)",2,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"https://www.facebook.com/baharuddin4kangar",0,0
"144","BAHARUM MOHAMED",2008,"JOHOR","DISTRICT 141 (SEKIJANG)",141,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"none",NA,"NA",0,0
"145","BALASUBRAMANIAM A L NACHIAPPAN",2018,"PAHANG","DISTRICT 089 (BENTONG)",89,"PARTI ISLAM SE MALAYSIA",0,"none","1248941428878618624","NA",0,0
"146","BALJIT SINGH",2018,"PULAU PINANG","DISTRICT 050 (JELUTONG)",50,"BARISAN NASIONAL",0,"none",NA,"https://www.facebook.com/SdrBaljitSingh",0,0
"147","BALON BIN MUJIM",2013,"SABAH","DISTRICT 175 (PAPAR)",175,"PARTI REFORMASI NEGERI",0,"none",NA,"NA",0,0
"148","BARLUS BIN MANGABIS",2018,"SABAH","DISTRICT 168 (KOTA MARUDU)",168,"PARTI WARISAN SABAH",0,"none","1371114427; 1363862803","NA",0,0
"149","BARU BIAN",2013,"SARAWAK","DISTRICT 221 (LIMBANG)",221,"PARTI KEADILAN RAKYAT",0,"none","214326295","https://www.facebook.com/barubian",1,1
"150","BARU BIAN",2018,"SARAWAK","DISTRICT 214 (SELANGAU)",214,"PARTI KEADILAN RAKYAT",1,"Minister of Works","214326295","https://www.facebook.com/barubian",1,1
"151","BARU LANGUB",2013,"SARAWAK","DISTRICT 222 (LAWAS)",222,"PARTI TINDAKAN DEMOKRATIK",0,"none",NA,"https://www.facebook.com/Bob-Baru-Langub-509436209113814",0,0
"152","BENJAMIN BIN BASINTAL",2008,"SABAH","DISTRICT 176 (KIMANIS)",176,"INDIVIDUAL",0,"none",NA,"NA",0,0
"153","BERMAN BIN ANGKAP",2008,"SABAH","DISTRICT 168 (KOTA MARUDU)",168,"SABAH PEOPLE'S UNITED FRONT",0,"none",NA,"NA",0,0
"154","BOEY CHIN GAN",2008,"KEDAH","DISTRICT 017 (PADANG SERAI)",17,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",0,"none",NA,"NA",0,0
"155","BRIG GEN HASHIM KARIM",2018,"SELANGOR","DISTRICT 097 (SELAYANG)",97,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"156","BUDIMAN BIN MOHD ZOHDI",2018,"SELANGOR","DISTRICT 093 (SUNGAI BESAR)",93,"BARISAN NASIONAL",0,"none","1432648698","NA; https://www.facebook.com/BudimanMohdZohdi",1,1
"157","BUJANG BIN ABU",2013,"NEGERI SEMBILAN","DISTRICT 128 (SEREMBAN)",128,"INDEPENDENT",0,"none",NA,"NA",0,0
"158","BULN RIBOS",2018,"SARAWAK","DISTRICT 198 (PUNCAK BORNEO)",198,"PARTI REFORMASI NEGERI",0,"none",NA,"https://www.facebook.com/Buln-Ribos-112545047317282; NA",0,0
"159","CEASAR MANDELA MALAKUN",2018,"SABAH","DISTRICT 174 (PENAMPANG)",174,"BARISAN NASIONAL",0,"none",NA,"https://www.facebook.com/mandelamalakun888",1,0
"160","CECILIA SITI UNA  SITTIE ENDEK",2013,"SARAWAK","DISTRICT 204 (BETONG)",204,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA",0,0
"161","CH NG TOH ENG",2008,"SELANGOR","DISTRICT 110 (KLANG)",110,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",0,"none","49624308","NA",0,1
"162","CHA KEE CHIN",2018,"NEGERI SEMBILAN","DISTRICT 130 (RASAH)",130,"PARTI KEADILAN RAKYAT",1,"none","227610970","NA",0,1
"163","CHAN FOONG HIN",2008,"SABAH","DISTRICT 190 (TAWAU)",190,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",0,"none","210532301","https://www.facebook.com/ChanFoongHin",1,1
"164","CHAN FOONG HIN",2018,"SABAH","DISTRICT 172 (KOTA KINABALU)",172,"DEMOCRATIC ACTION PARTY",1,"none","210532301","https://www.facebook.com/ChanFoongHin",1,1
"165","CHAN MING KAI",2018,"KEDAH","DISTRICT 009 (ALOR SETAR)",9,"PARTI KEADILAN RAKYAT",1,"none",NA,"https://www.facebook.com/chanmingkai",1,0
"166","CHAN QUIN ER",2018,"W.P. KUALA LUMPUR","DISTRICT 122 (SEPUTEH)",122,"BARISAN NASIONAL",0,"none","980418252152062080","https://www.facebook.com/ChanQuinEr",1,1
"167","CHANDRAKUMANAN A L ARUMUGAM",2013,"W.P. KUALA LUMPUR","DISTRICT 114 (KEPONG)",114,"BARISAN NASIONAL",0,"none",NA,"NA",0,0
"168","CHANG KO YOUN",2013,"PERAK","DISTRICT 068 (BERUAS)",68,"BARISAN NASIONAL",0,"none",NA,"NA; https://www.facebook.com/tansriChangKoYoun",0,0
"169","CHANG LIH KANG",2018,"PERAK","DISTRICT 077 (TANJONG MALIM)",77,"PARTI KEADILAN RAKYAT",1,"none","40180523","https://www.facebook.com/changlihkang",1,1
"170","CHARLES ANTHONY A L R SANTIAGO",2008,"SELANGOR","DISTRICT 110 (KLANG)",110,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",1,"none","38383067","https://www.facebook.com/charlessantiago",1,1
"171","CHARLES ANTHONY A L R SANTIAGO",2013,"SELANGOR","DISTRICT 110 (KLANG)",110,"PARTI TINDAKAN DEMOKRATIK",1,"none","38383067","https://www.facebook.com/charlessantiago",1,1
"172","CHARLES ANTHONY A L R SANTIAGO",2018,"SELANGOR","DISTRICT 110 (KLANG)",110,"PARTI KEADILAN RAKYAT",1,"none","38383067","https://www.facebook.com/charlessantiago",1,1
"173","CHE MOHAMAD ZULKIFLY BIN JUSOH",2013,"TERENGGANU","DISTRICT 034 (SETIU)",34,"BARISAN NASIONAL",1,"none",NA,"https://www.facebook.com/Che-Mohamad-Zulkifly-Jusoh-554779177877225",1,0
"174","CHE ROSLI BIN CHE MAT",2008,"SELANGOR","DISTRICT 101 (HULU LANGAT)",101,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",1,"none","1371751490","https://www.facebook.com/DrCheRosliCheMat",1,1
"175","CHE ROSLI BIN CHE MAT",2013,"SELANGOR","DISTRICT 101 (HULU LANGAT)",101,"PARTI ISLAM SE MALAYSIA",1,"none","1371751490","https://www.facebook.com/DrCheRosliCheMat",1,1
"176","CHE ROSLI BIN CHE MAT",2018,"SELANGOR","DISTRICT 101 (HULU LANGAT)",101,"PARTI ISLAM SE MALAYSIA",0,"none","1371751490","https://www.facebook.com/DrCheRosliCheMat",1,1
"177","CHENG WEI YEE",2013,"PERAK","DISTRICT 065 (IPOH BARAT)",65,"BARISAN NASIONAL",0,"none","1213958054825230336","NA",0,0
"178","CHENG WEI YEE",2018,"PERAK","DISTRICT 065 (IPOH BARAT)",65,"BARISAN NASIONAL",0,"none","1213958054825230336","NA",0,0
"179","CHEW HIAN TAT",2018,"SELANGOR","DISTRICT 105 (PETALING JAYA)",105,"BARISAN NASIONAL",0,"none",NA,"https://www.facebook.com/%E5%91%A8%E6%98%BE%E8%BE%BE-CHEW-HIAN-TAT-169429887007249",0,0
"180","CHEW HOONG LING",2013,"SELANGOR","DISTRICT 106 (PETALING JAYA UTARA)",106,"BARISAN NASIONAL",0,"none","40483493","NA",0,1
"181","CHEW MEI FUN",2008,"SELANGOR","DISTRICT 106 (PETALING JAYA UTARA)",106,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",0,"Deputy Minister of Women, Family, and Community Development","114701044","https://www.facebook.com/ChewMeiFun",1,1
"182","CHEW MEI FUN",2018,"PAHANG","DISTRICT 080 (RAUB)",80,"BARISAN NASIONAL",0,"none","114701044","https://www.facebook.com/ChewMeiFun",1,1
"183","CHIENG LEA PHING",2018,"SARAWAK","DISTRICT 217 (BINTULU)",217,"PARTI REFORMASI NEGERI",0,"none",NA,"NA",0,0
"184","CHIEW CHAN YEW",2018,"SARAWAK","DISTRICT 217 (BINTULU)",217,"DEMOCRATIC ACTION PARTY",0,"none",NA,"NA",0,0
"185","CHIN TEK MING",2008,"SABAH","DISTRICT 172 (KOTA KINABALU)",172,"NATIONAL FRONT-UNITED SABAH PARTY",0,"none",NA,"NA",0,0
"186","CHIN TEK MING",2013,"SABAH","DISTRICT 172 (KOTA KINABALU)",172,"BARISAN NASIONAL",0,"none",NA,"NA",0,0
"187","CHONG CHIENG JEN",2008,"SARAWAK","DISTRICT 195 (BANDAR KUCHING)",195,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",1,"none",NA,"https://www.facebook.com/ChongChiengJen",1,0
"188","CHONG CHIENG JEN",2013,"SARAWAK","DISTRICT 195 (BANDAR KUCHING)",195,"PARTI TINDAKAN DEMOKRATIK",1,"none",NA,"https://www.facebook.com/ChongChiengJen",1,0
"189","CHONG CHIENG JEN",2018,"SARAWAK","DISTRICT 196 (STAMPIN)",196,"DEMOCRATIC ACTION PARTY",1,"Deputy Minister of Domestic Trade and Consumer Affairs",NA,"https://www.facebook.com/ChongChiengJen",1,0
"190","CHONG ENG",2008,"PENANG (PULAU PINANG)","DISTRICT 045 (BUKIT MERTAJAM)",45,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",1,"none","9047342","https://www.facebook.com/chongengpadanglalang",1,1
"191","CHONG KON FATT",2013,"SARAWAK","DISTRICT 219 (MIRI)",219,"PARTI REFORMASI NEGERI",0,"none",NA,"NA",0,0
"192","CHOONG SHIAU YOON",2013,"JOHOR","DISTRICT 158 (TEBRAU)",158,"PARTI KEADILAN RAKYAT",0,"none","273240588","NA",0,1
"193","CHOONG SHIAU YOON",2018,"JOHOR","DISTRICT 158 (TEBRAU)",158,"PARTI KEADILAN RAKYAT",1,"none","273240588","NA",0,1
"194","CHOR CHEE HEUNG",2008,"KEDAH","DISTRICT 009 (ALOR STAR)",9,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",1,"Deputy Minister of Home Affairs; Deputy Minister of Finance; Minister of Housing and Local Government",NA,"https://www.facebook.com/Chor-Chee-Heung-298297233593900",0,0
"195","CHOR CHEE HEUNG",2013,"KEDAH","DISTRICT 009 (ALOR STAR)",9,"BARISAN NASIONAL",0,"none",NA,"https://www.facebook.com/Chor-Chee-Heung-298297233593900",0,0
"196","CHOW KON YEOW",2008,"PENANG (PULAU PINANG)","DISTRICT 049 (TANJONG)",49,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",1,"none","238089776","https://www.facebook.com/ChowKonYeow",1,1
"197","CHOW KON YEOW",2018,"PULAU PINANG","DISTRICT 049 (TANJONG)",49,"PARTI KEADILAN RAKYAT",1,"none","238089776","https://www.facebook.com/ChowKonYeow",1,1
"198","CHRISNADIA SINAM",2018,"SABAH","DISTRICT 170 (TUARAN)",170,"PARTI KEADILAN RAKYAT",0,"none","957175117175390208","https://www.facebook.com/chrisnadiasinam; NA",0,0
"199","CHRISTINA LIEW",2018,"SABAH","DISTRICT 190 (TAWAU)",190,"PARTI KEADILAN RAKYAT",1,"none","1024187605972180992","https://www.facebook.com/Cliew30; NA",0,0
"200","CHUA TEE YONG",2008,"JOHOR","DISTRICT 142 (LABIS)",142,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",1,"Deputy Minister of Agriculture and Agro-based Industry","168602588","https://www.facebook.com/ChuaTeeYong",1,1
"201","CHUA TEE YONG",2013,"JOHOR","DISTRICT 142 (LABIS)",142,"BARISAN NASIONAL",1,"Deputy Minister of Finance ; Deputy Minister of International Trade and Industry","168602588","https://www.facebook.com/ChuaTeeYong",1,1
"202","CHUA TEE YONG",2018,"JOHOR","DISTRICT 142 (LABIS)",142,"BARISAN NASIONAL",0,"none","168602588","https://www.facebook.com/ChuaTeeYong",1,1
"203","CHUA TEIK SIANG",2013,"PULAU PINANG","DISTRICT 043 (BAGAN)",43,"BARISAN NASIONAL",0,"none",NA,"NA",0,0
"204","CHUA TIAN CHANG",2008,"F.T. KUALA LUMPUR (W.P. KUALA LUMPUR)","DISTRICT 115 (BATU)",115,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",1,"none","34273996","https://www.facebook.com/chuatianchang",1,1
"205","CHUA TIAN CHANG",2013,"W.P. KUALA LUMPUR","DISTRICT 115 (BATU)",115,"PARTI KEADILAN RAKYAT",1,"none","34273996","https://www.facebook.com/chuatianchang",1,1
"206","CHUAH SENG GUAN",2018,"PULAU PINANG","DISTRICT 052 (BAYAN BARU)",52,"BARISAN NASIONAL",0,"none",NA,"NA",0,0
"207","CIKGU ASAN SINGKRO",2018,"SARAWAK","DISTRICT 200 (BATANG SADONG)",200,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"https://www.facebook.com/passadongjaya",1,0
"208","CIKGU HAJI ABDUL AZIZ BIN TALIB",2018,"JOHOR","DISTRICT 146 (MUAR)",146,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"https://www.facebook.com/CikguAziz4Muar; NA",0,0
"209","CIKGU HAJI SALLEH HUSIN",2018,"SELANGOR","DISTRICT 093 (SUNGAI BESAR)",93,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"210","CIKGU HJ SOBIRIN BIN HJ DULI",2018,"PAHANG","DISTRICT 079 (LIPIS)",79,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"211","CIKGU MUSLIMIN",2018,"SELANGOR","DISTRICT 093 (SUNGAI BESAR)",93,"PARTI KEADILAN RAKYAT",1,"
Deputy Minister of Education I","1248221731237457920","https://www.facebook.com/CikguMusliminBinYahaya; NA",1,0
"212","CIKGU SULAIMAN MD DERUS",2018,"PAHANG","DISTRICT 083 (KUANTAN)",83,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA; NA",0,0
"213","CIKGU WAN MAHADIR",2018,"PAHANG","DISTRICT 078 (CAMERON HIGHLANDS)",78,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"214","CIKGU YUHA",2018,"JOHOR","DISTRICT 155 (TENGGARA)",155,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"215","CLEFTUS STEPHEN SPINE",2018,"SABAH","DISTRICT 174 (PENAMPANG)",174,"PARTI SOLIDARITI TANAH AIRKU",0,"none",NA,"NA",0,0
"216","COBBOLD ANAK LUSOI",2008,"SARAWAK","DISTRICT 202 (SRI AMAN)",202,"INDIVIDUAL",0,"none",NA,"https://www.facebook.com/cobboldjlusoi",1,0
"217","COBBOLD ANAK LUSOI",2018,"SARAWAK","DISTRICT 202 (SRI AMAN)",202,"PARTI BANSA DAYAK SARAWAK BARU",0,"none",NA,"https://www.facebook.com/cobboldjlusoi",1,0
"218","DALI BIN HUSIN",2013,"KELANTAN","DISTRICT 020 (PENGKALAN CHEPA)",20,"BARISAN NASIONAL",0,"none",NA,"NA",0,0
"219","DAMIAN YEO SHEN LI",2013,"MELAKA","DISTRICT 135 (ALOR GAJAH)",135,"PARTI TINDAKAN DEMOKRATIK",0,"none","211769832","https://www.facebook.com/dslydap",0,1
"220","DANIEL JOHN JAMBUN",2013,"SABAH","DISTRICT 171 (SEPANGGAR)",171,"PARTI REFORMASI NEGERI",0,"none",NA,"NA",0,0
"221","DANNY PIRI",2018,"SARAWAK","DISTRICT 222 (LAWAS)",222,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA",0,0
"222","DASIM  RICKY BIN JIKAH",2008,"SABAH","DISTRICT 187 (KINABATANGAN)",187,"INDIVIDUAL",0,"none",NA,"NA",0,0
"223","DATIN MASTURA YAZID",2018,"PERAK","DISTRICT 067 (KUALA KANGSAR)",67,"BARISAN NASIONAL",1,"Deputy Minister in the Prime Minister's Department : Special Functions","741893659046477824","https://www.facebook.com/MasturaMohdYazid",1,1
"224","DATO ABD AZIZ HJ SHEIKH FADZIR",2018,"KEDAH","DISTRICT 018 (KULIM-BANDAR BAHARU)",18,"BARISAN NASIONAL",0,"none",NA,"https://www.facebook.com/DatoAbdAzizSheikhFadir",0,0
"225","DATO AHMAD NAZLAN",2018,"PAHANG","DISTRICT 081 (JERANTUT)",81,"BARISAN NASIONAL",1,"none",NA,"https://www.facebook.com/Horahoreee; NA",0,0
"226","DATO AMIRUDDIN HAMZAH",2018,"KEDAH","DISTRICT 006 (KUBANG PASU)",6,"PARTI KEADILAN RAKYAT",1,"Deputy Minister of Finance","1267651548026335232","https://www.facebook.com/Dato.AmiruddinHamzah",1,1
"227","DATO BADARUDIN ABD RAHAMAN",2018,"PAHANG","DISTRICT 079 (LIPIS)",79,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA",0,0
"228","DATO CHANG KO YOUN",2008,"PERAK","DISTRICT 068 (BERUAS)",68,"NATIONAL FRONT-MALAYSIAN PEOPLE'S MOVEMENT PARTY",0,"none",NA,"NA; https://www.facebook.com/tansriChangKoYoun",0,0
"229","DATO CHING EU BOON",2018,"SELANGOR","DISTRICT 110 (KLANG)",110,"BARISAN NASIONAL",0,"none",NA,"https://www.facebook.com/datochingeuboon",0,0
"230","DATO CHUA JUI MENG",2013,"JOHOR","DISTRICT 140 (SEGAMAT)",140,"PARTI KEADILAN RAKYAT",0,"none","153658120","https://www.facebook.com/ChuaJuiMeng; NA",0,1
"231","DATO DANYAL",2018,"NEGERI SEMBILAN","DISTRICT 132 (PORT DICKSON)",132,"PARTI KEADILAN RAKYAT",1,"none",NA,"https://www.facebook.com/datodanyal",0,0
"232","DATO DIN",2018,"TERENGGANU","DISTRICT 039 (DUNGUN)",39,"BARISAN NASIONAL",0,"none",NA,"NA; https://www.facebook.com/Dato-Din-Adam-124118808380910",0,0
"233","DATO DR HAJI ABD RAHMAN BIN DAUD",2018,"PERLIS","DISTRICT 003 (ARAU)",3,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA",0,0
"234","DATO DR HALIM",2018,"KELANTAN","DISTRICT 024 (KUBANG KERIAN)",24,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA",0,0
"235","DATO DR JOHAN BIN MAT SAH",2018,"PAHANG","DISTRICT 082 (INDERA MAHKOTA)",82,"BARISAN NASIONAL",0,"none",NA,"NA; https://www.facebook.com/Drjohanmatsah",1,0
"236","DATO DR JOHARI MAT",2018,"KELANTAN","DISTRICT 027 (TANAH MERAH)",27,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"https://www.facebook.com/datodrjohari; NA",0,0
"237","DATO DR LEONG YONG KONG",2018,"KEDAH","DISTRICT 017 (PADANG SERAI)",17,"BARISAN NASIONAL",0,"none",NA,"https://www.facebook.com/LeongYongKong",1,0
"238","DATO DR MAHFODZ BIN MOHAMED",2018,"JOHOR","DISTRICT 150 (BATU PAHAT)",150,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"https://www.facebook.com/Tuan-Guru-Dato-Dr-Mahfodz-Mohamed-842023395851086; https://www.facebook.com/DatoDrMahfodzMohamed",0,0
"239","DATO DR MOHD FAUDZI BIN MUSA",2018,"TERENGGANU","DISTRICT 034 (SETIU)",34,"PARTI KEADILAN RAKYAT",0,"none","969520608282226560","NA",0,0
"240","DATO HAJI MARSUM BIN PAING",2018,"SELANGOR","DISTRICT 113 (SEPANG)",113,"BARISAN NASIONAL",0,"none","945000496711921664","NA; NA",0,1
"241","DATO HAJI MOHD JIDIN BIN SHAFEE",2018,"TERENGGANU","DISTRICT 034 (SETIU)",34,"BARISAN NASIONAL",0,"none",NA,"https://m.facebook.com/Mohd-Jidin-Shafee-654923644600497",0,0
"242","DATO HJ CHE LAH MAT NAWI",2018,"KELANTAN","DISTRICT 019 (TUMPAT)",19,"PARTI ISLAM SE MALAYSIA",1,"Deputy Minister of Agriculture and Food Industries II","NA","NA",0,0
"243","DATO HJ KHADRI KHALID",2018,"PERAK","DISTRICT 059 (BUKIT GANTANG)",59,"PARTI KEADILAN RAKYAT",0,"none",NA,"https://www.facebook.com/Dato-Haji-Khadri-Khalid-600013553686232; NA",0,0
"244","DATO HJ SALIM SHARIF",2018,"NEGERI SEMBILAN","DISTRICT 127 (JEMPOL)",127,"BARISAN NASIONAL",1,"none",NA,"https://www.facebook.com/YB-Dato-Hj-Salim-Sharif-P127-244158985784144",1,0
"245","DATO IR DR SHAIK HUSSEIN BIN MYDIN",2018,"PULAU PINANG","DISTRICT 047 (NIBONG TEBAL)",47,"BARISAN NASIONAL",0,"none",NA,"NA",0,0
"246","DATO IR HAJI WAN NAZARI",2018,"TERENGGANU","DISTRICT 033 (BESUT)",33,"PARTI KEADILAN RAKYAT",0,"none",NA,"https://www.facebook.com/Dato-Ir-Haji-Wan-Nazari-1919444894971721; NA",0,0
"247","DATO KHAIRIL ANUAR",2018,"PERAK","DISTRICT 056 (LARUT)",56,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA",0,0
"248","DATO RAMZI",2018,"KELANTAN","DISTRICT 031 (KUALA KRAI)",31,"BARISAN NASIONAL",0,"none",NA,"NA",0,0
"249","DATO ROSOL BIN WAHID",2018,"TERENGGANU","DISTRICT 038 (HULU TERENGGANU)",38,"BARISAN NASIONAL",1,"Deputy Minister of Domestic Trade and Consumer Affairs","447630655; 1247206618028105728","https://www.facebook.com/drosolwahid",1,1
"250","DATO SAID ALI BIN SYED RASTAN",2018,"KEDAH","DISTRICT 008 (POKOK SENA)",8,"BARISAN NASIONAL",0,"none",NA,"NA; NA",0,0
"251","DATO SERI AHMAD HUSNI HANADZLAH",2018,"PERAK","DISTRICT 063 (TAMBUN)",63,"BARISAN NASIONAL",0,"none",NA,"https://www.facebook.com/DSHHfans.MantanMenteriKewangan2",0,0
"252","DATO SERI DIRAJA DR ZAMBRY ABD KADIR",2018,"PERAK","DISTRICT 074 (LUMUT)",74,"BARISAN NASIONAL",0,"none","1743486906","https://www.facebook.com/zambryabdkadir",1,1
"253","DATO SERI TIONG KING SING",2018,"SARAWAK","DISTRICT 217 (BINTULU)",217,"BARISAN NASIONAL",1,"none",NA,"NA",0,0
"254","DATO SHAHANIM BINTI MOHAMAD YUSOFF",2018,"KEDAH","DISTRICT 015 (SUNGAI PETANI)",15,"BARISAN NASIONAL",0,"none",NA,"https://www.facebook.com/Dato-Shahanim-Mohamad-Yusoff-422760221220351",0,0
"255","DATO SIVARRAAJH CHANDRAN",2018,"PAHANG","DISTRICT 078 (CAMERON HIGHLANDS)",78,"BARISAN NASIONAL",1,"none","1027044999395823616","https://www.facebook.com/Sivarraajh",1,1
"256","DATO SRI HAJI MOHD SHARKAR BIN HAJI SHAMSUDIN",2018,"PAHANG","DISTRICT 088 (TEMERLOH)",88,"BARISAN NASIONAL",0,"none",NA,"https://www.facebook.com/MohdSharkarOfficial",1,0
"257","DATO SRI HASAN BIN ARIFIN",2018,"PAHANG","DISTRICT 091 (ROMPIN)",91,"BARISAN NASIONAL",1,"none",NA,"https://www.facebook.com/RompinBNP091",0,0
"258","DATO SRI HJ IKMAL HISHAM BIN ABDUL AZIZ",2018,"KELANTAN","DISTRICT 027 (TANAH MERAH)",27,"BARISAN NASIONAL",1,"Deputy Minister of Defence",NA,"https://www.facebook.com/IkmalHishamAbdAziz",0,0
"259","DATO SRI MUHAMMAD ABD GHANI",2018,"KELANTAN","DISTRICT 024 (KUBANG KERIAN)",24,"BARISAN NASIONAL",0,"none",NA,"NA",0,0
"260","DATO SRI RICHARD RIOT ANAK JAEM",2018,"SARAWAK","DISTRICT 199 (SERIAN)",199,"BARISAN NASIONAL",1,"none",NA,"https://www.facebook.com/DSDRRJ",0,0
"261","DATO VS MOGAN",2018,"NEGERI SEMBILAN","DISTRICT 132 (PORT DICKSON)",132,"BARISAN NASIONAL",0,"none","438066672","https://www.facebook.com/VS-Mogan-376669385781092",0,1
"262","DATO WONG KEAN HWEE",2018,"PAHANG","DISTRICT 083 (KUANTAN)",83,"BARISAN NASIONAL",0,"none",NA,"https://www.facebook.com/WongKeanHwee",1,0
"263","DATU NASRUN BIN DATU MANSUR",2013,"SABAH","DISTRICT 188 (SILAM)",188,"BARISAN NASIONAL",1,"Deputy Ministers of Plantation Industries and Commodities","2490683329","NA",0,0
"264","DATU NASRUN BIN DATU MANSUR",2018,"SABAH","DISTRICT 188 (SILAM)",188,"BARISAN NASIONAL",0,"none","2490683329","NA",0,0
"265","DATUK ABD RAHIM BIN BAKRI",2008,"SABAH","DISTRICT 167 (KUDAT)",167,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"Deputy Minister of Foreign Affairs; Deputy Minister of Transport",NA,"NA",0,0
